"Barcode";"WellRow";"WellColumn";"ReadoutValue";"BackgroundValue"
"201904190a";"A";1;91463;570
"201904190a";"B";1;126457;570
"201904190a";"C";1;91453;570
"201904190a";"D";1;126453;570
"201904190a";"E";1;91457;570
"201904190a";"F";1;126451;570
"201904190a";"G";1;91455;570
"201904190a";"H";1;126459;570
"201904190a";"I";1;91457;570
"201904190a";"J";1;126453;570
"201904190a";"K";1;91451;570
"201904190a";"L";1;126452;570
"201904190a";"M";1;91453;570
"201904190a";"N";1;126446;570
"201904190a";"O";1;91454;570
"201904190a";"P";1;126456;570
"201904190a";"A";2;158176;570
"201904190a";"B";2;76154;570
"201904190a";"C";2;158179;570
"201904190a";"D";2;76154;570
"201904190a";"E";2;158181;570
"201904190a";"F";2;76152;570
"201904190a";"G";2;158186;570
"201904190a";"H";2;76154;570
"201904190a";"I";2;158182;570
"201904190a";"J";2;76163;570
"201904190a";"K";2;158179;570
"201904190a";"L";2;76152;570
"201904190a";"M";2;158184;570
"201904190a";"N";2;76156;570
"201904190a";"O";2;158180;570
"201904190a";"P";2;76154;570
"201904190a";"A";3;91452;570
"201904190a";"B";3;126448;570
"201904190a";"C";3;91461;570
"201904190a";"D";3;126449;570
"201904190a";"E";3;91459;570
"201904190a";"F";3;126448;570
"201904190a";"G";3;91451;570
"201904190a";"H";3;126457;570
"201904190a";"I";3;91463;570
"201904190a";"J";3;126457;570
"201904190a";"K";3;91462;570
"201904190a";"L";3;126456;570
"201904190a";"M";3;91457;570
"201904190a";"N";3;126460;570
"201904190a";"O";3;91453;570
"201904190a";"P";3;126457;570
"201904190a";"A";4;158189;570
"201904190a";"B";4;76156;570
"201904190a";"C";4;158183;570
"201904190a";"D";4;76153;570
"201904190a";"E";4;158190;570
"201904190a";"F";4;76152;570
"201904190a";"G";4;158189;570
"201904190a";"H";4;76159;570
"201904190a";"I";4;158184;570
"201904190a";"J";4;76160;570
"201904190a";"K";4;158186;570
"201904190a";"L";4;76160;570
"201904190a";"M";4;158188;570
"201904190a";"N";4;76153;570
"201904190a";"O";4;158180;570
"201904190a";"P";4;76157;570
"201904190a";"A";5;91457;570
"201904190a";"B";5;126455;570
"201904190a";"C";5;91454;570
"201904190a";"D";5;126447;570
"201904190a";"E";5;91463;570
"201904190a";"F";5;126455;570
"201904190a";"G";5;91460;570
"201904190a";"H";5;126455;570
"201904190a";"I";5;91452;570
"201904190a";"J";5;126458;570
"201904190a";"K";5;91458;570
"201904190a";"L";5;126448;570
"201904190a";"M";5;91451;570
"201904190a";"N";5;126460;570
"201904190a";"O";5;91450;570
"201904190a";"P";5;126458;570
"201904190a";"A";6;158191;570
"201904190a";"B";6;76158;570
"201904190a";"C";6;158190;570
"201904190a";"D";6;76162;570
"201904190a";"E";6;158181;570
"201904190a";"F";6;76150;570
"201904190a";"G";6;158182;570
"201904190a";"H";6;76163;570
"201904190a";"I";6;158190;570
"201904190a";"J";6;76163;570
"201904190a";"K";6;158182;570
"201904190a";"L";6;76152;570
"201904190a";"M";6;158190;570
"201904190a";"N";6;76155;570
"201904190a";"O";6;158182;570
"201904190a";"P";6;76162;570
"201904190a";"A";7;91454;570
"201904190a";"B";7;126459;570
"201904190a";"C";7;91454;570
"201904190a";"D";7;126449;570
"201904190a";"E";7;91453;570
"201904190a";"F";7;126458;570
"201904190a";"G";7;91453;570
"201904190a";"H";7;126446;570
"201904190a";"I";7;91456;570
"201904190a";"J";7;126458;570
"201904190a";"K";7;91449;570
"201904190a";"L";7;126448;570
"201904190a";"M";7;91464;570
"201904190a";"N";7;126449;570
"201904190a";"O";7;91459;570
"201904190a";"P";7;126451;570
"201904190a";"A";8;158186;570
"201904190a";"B";8;76150;570
"201904190a";"C";8;158183;570
"201904190a";"D";8;76156;570
"201904190a";"E";8;158183;570
"201904190a";"F";8;76156;570
"201904190a";"G";8;158182;570
"201904190a";"H";8;76161;570
"201904190a";"I";8;158182;570
"201904190a";"J";8;76155;570
"201904190a";"K";8;158191;570
"201904190a";"L";8;76162;570
"201904190a";"M";8;158177;570
"201904190a";"N";8;76160;570
"201904190a";"O";8;158183;570
"201904190a";"P";8;76165;570
"201904190a";"A";9;91457;570
"201904190a";"B";9;126453;570
"201904190a";"C";9;91463;570
"201904190a";"D";9;126455;570
"201904190a";"E";9;91459;570
"201904190a";"F";9;126447;570
"201904190a";"G";9;91451;570
"201904190a";"H";9;126457;570
"201904190a";"I";9;91461;570
"201904190a";"J";9;126450;570
"201904190a";"K";9;91459;570
"201904190a";"L";9;126454;570
"201904190a";"M";9;91451;570
"201904190a";"N";9;126447;570
"201904190a";"O";9;91458;570
"201904190a";"P";9;126454;570
"201904190a";"A";10;158185;570
"201904190a";"B";10;76162;570
"201904190a";"C";10;158180;570
"201904190a";"D";10;76165;570
"201904190a";"E";10;158177;570
"201904190a";"F";10;76161;570
"201904190a";"G";10;158191;570
"201904190a";"H";10;76164;570
"201904190a";"I";10;158178;570
"201904190a";"J";10;76157;570
"201904190a";"K";10;158185;570
"201904190a";"L";10;76162;570
"201904190a";"M";10;158178;570
"201904190a";"N";10;76154;570
"201904190a";"O";10;158188;570
"201904190a";"P";10;76152;570
"201904190a";"A";11;91462;570
"201904190a";"B";11;126460;570
"201904190a";"C";11;91463;570
"201904190a";"D";11;126451;570
"201904190a";"E";11;91461;570
"201904190a";"F";11;126460;570
"201904190a";"G";11;91458;570
"201904190a";"H";11;126451;570
"201904190a";"I";11;91454;570
"201904190a";"J";11;126458;570
"201904190a";"K";11;91450;570
"201904190a";"L";11;126454;570
"201904190a";"M";11;91458;570
"201904190a";"N";11;126453;570
"201904190a";"O";11;91452;570
"201904190a";"P";11;126452;570
"201904190a";"A";12;158176;570
"201904190a";"B";12;76159;570
"201904190a";"C";12;158180;570
"201904190a";"D";12;76164;570
"201904190a";"E";12;158186;570
"201904190a";"F";12;76158;570
"201904190a";"G";12;158182;570
"201904190a";"H";12;76159;570
"201904190a";"I";12;158177;570
"201904190a";"J";12;76158;570
"201904190a";"K";12;158184;570
"201904190a";"L";12;76159;570
"201904190a";"M";12;158179;570
"201904190a";"N";12;76162;570
"201904190a";"O";12;158180;570
"201904190a";"P";12;76159;570
"201904190a";"A";13;91455;570
"201904190a";"B";13;126450;570
"201904190a";"C";13;91464;570
"201904190a";"D";13;126458;570
"201904190a";"E";13;91461;570
"201904190a";"F";13;126452;570
"201904190a";"G";13;91464;570
"201904190a";"H";13;126460;570
"201904190a";"I";13;91455;570
"201904190a";"J";13;126447;570
"201904190a";"K";13;91456;570
"201904190a";"L";13;126449;570
"201904190a";"M";13;91464;570
"201904190a";"N";13;126459;570
"201904190a";"O";13;91462;570
"201904190a";"P";13;126448;570
"201904190a";"A";14;158191;570
"201904190a";"B";14;76161;570
"201904190a";"C";14;158186;570
"201904190a";"D";14;76161;570
"201904190a";"E";14;158190;570
"201904190a";"F";14;76161;570
"201904190a";"G";14;158185;570
"201904190a";"H";14;76155;570
"201904190a";"I";14;158190;570
"201904190a";"J";14;76156;570
"201904190a";"K";14;158178;570
"201904190a";"L";14;76161;570
"201904190a";"M";14;158179;570
"201904190a";"N";14;76151;570
"201904190a";"O";14;158190;570
"201904190a";"P";14;76164;570
"201904190a";"A";15;91460;570
"201904190a";"B";15;126450;570
"201904190a";"C";15;91460;570
"201904190a";"D";15;126456;570
"201904190a";"E";15;91463;570
"201904190a";"F";15;126451;570
"201904190a";"G";15;91462;570
"201904190a";"H";15;126451;570
"201904190a";"I";15;91454;570
"201904190a";"J";15;126458;570
"201904190a";"K";15;91454;570
"201904190a";"L";15;126450;570
"201904190a";"M";15;91462;570
"201904190a";"N";15;126454;570
"201904190a";"O";15;91454;570
"201904190a";"P";15;126449;570
"201904190a";"A";16;158180;570
"201904190a";"B";16;76151;570
"201904190a";"C";16;158189;570
"201904190a";"D";16;76152;570
"201904190a";"E";16;158186;570
"201904190a";"F";16;76159;570
"201904190a";"G";16;158181;570
"201904190a";"H";16;76159;570
"201904190a";"I";16;158185;570
"201904190a";"J";16;76161;570
"201904190a";"K";16;158183;570
"201904190a";"L";16;76151;570
"201904190a";"M";16;158176;570
"201904190a";"N";16;76163;570
"201904190a";"O";16;158187;570
"201904190a";"P";16;76155;570
"201904190a";"A";17;91462;570
"201904190a";"B";17;126458;570
"201904190a";"C";17;91452;570
"201904190a";"D";17;126450;570
"201904190a";"E";17;91464;570
"201904190a";"F";17;126457;570
"201904190a";"G";17;91463;570
"201904190a";"H";17;126459;570
"201904190a";"I";17;91463;570
"201904190a";"J";17;126449;570
"201904190a";"K";17;91457;570
"201904190a";"L";17;126455;570
"201904190a";"M";17;91457;570
"201904190a";"N";17;126456;570
"201904190a";"O";17;91454;570
"201904190a";"P";17;126457;570
"201904190a";"A";18;158191;570
"201904190a";"B";18;76162;570
"201904190a";"C";18;158177;570
"201904190a";"D";18;76155;570
"201904190a";"E";18;158190;570
"201904190a";"F";18;76152;570
"201904190a";"G";18;158180;570
"201904190a";"H";18;76162;570
"201904190a";"I";18;158179;570
"201904190a";"J";18;76158;570
"201904190a";"K";18;158183;570
"201904190a";"L";18;76154;570
"201904190a";"M";18;158189;570
"201904190a";"N";18;76156;570
"201904190a";"O";18;158188;570
"201904190a";"P";18;76152;570
"201904190a";"A";19;91455;570
"201904190a";"B";19;126446;570
"201904190a";"C";19;91454;570
"201904190a";"D";19;126459;570
"201904190a";"E";19;91464;570
"201904190a";"F";19;126449;570
"201904190a";"G";19;91457;570
"201904190a";"H";19;126459;570
"201904190a";"I";19;91451;570
"201904190a";"J";19;126454;570
"201904190a";"K";19;91461;570
"201904190a";"L";19;126455;570
"201904190a";"M";19;91451;570
"201904190a";"N";19;126460;570
"201904190a";"O";19;91457;570
"201904190a";"P";19;126454;570
"201904190a";"A";20;158176;570
"201904190a";"B";20;76165;570
"201904190a";"C";20;158181;570
"201904190a";"D";20;76160;570
"201904190a";"E";20;158185;570
"201904190a";"F";20;76163;570
"201904190a";"G";20;158190;570
"201904190a";"H";20;76153;570
"201904190a";"I";20;158188;570
"201904190a";"J";20;76158;570
"201904190a";"K";20;158185;570
"201904190a";"L";20;76164;570
"201904190a";"M";20;158189;570
"201904190a";"N";20;76154;570
"201904190a";"O";20;158184;570
"201904190a";"P";20;76164;570
"201904190a";"A";21;91462;570
"201904190a";"B";21;126451;570
"201904190a";"C";21;91458;570
"201904190a";"D";21;126455;570
"201904190a";"E";21;91456;570
"201904190a";"F";21;126457;570
"201904190a";"G";21;91458;570
"201904190a";"H";21;126451;570
"201904190a";"I";21;91449;570
"201904190a";"J";21;126460;570
"201904190a";"K";21;91458;570
"201904190a";"L";21;126460;570
"201904190a";"M";21;91453;570
"201904190a";"N";21;126458;570
"201904190a";"O";21;91461;570
"201904190a";"P";21;126448;570
"201904190a";"A";22;158181;570
"201904190a";"B";22;76150;570
"201904190a";"C";22;158180;570
"201904190a";"D";22;76163;570
"201904190a";"E";22;158184;570
"201904190a";"F";22;76161;570
"201904190a";"G";22;158188;570
"201904190a";"H";22;76156;570
"201904190a";"I";22;158191;570
"201904190a";"J";22;76156;570
"201904190a";"K";22;158184;570
"201904190a";"L";22;76159;570
"201904190a";"M";22;158189;570
"201904190a";"N";22;76153;570
"201904190a";"O";22;158188;570
"201904190a";"P";22;76153;570
"201904190a";"A";23;91458;570
"201904190a";"B";23;126457;570
"201904190a";"C";23;91454;570
"201904190a";"D";23;126460;570
"201904190a";"E";23;91460;570
"201904190a";"F";23;126451;570
"201904190a";"G";23;91463;570
"201904190a";"H";23;126456;570
"201904190a";"I";23;91459;570
"201904190a";"J";23;126448;570
"201904190a";"K";23;91464;570
"201904190a";"L";23;126461;570
"201904190a";"M";23;91460;570
"201904190a";"N";23;126453;570
"201904190a";"O";23;91459;570
"201904190a";"P";23;126454;570
"201904190a";"A";24;158191;570
"201904190a";"B";24;76163;570
"201904190a";"C";24;158189;570
"201904190a";"D";24;76160;570
"201904190a";"E";24;158180;570
"201904190a";"F";24;76157;570
"201904190a";"G";24;158182;570
"201904190a";"H";24;76152;570
"201904190a";"I";24;158188;570
"201904190a";"J";24;76164;570
"201904190a";"K";24;158190;570
"201904190a";"L";24;76156;570
"201904190a";"M";24;158187;570
"201904190a";"N";24;76159;570
"201904190a";"O";24;158179;570
"201904190a";"P";24;76157;570
"201904190b";"A";1;61367;332
"201904190b";"B";1;67905;332
"201904190b";"C";1;61368;332
"201904190b";"D";1;67898;332
"201904190b";"E";1;61370;332
"201904190b";"F";1;67904;332
"201904190b";"G";1;61362;332
"201904190b";"H";1;67896;332
"201904190b";"I";1;61360;332
"201904190b";"J";1;67902;332
"201904190b";"K";1;61368;332
"201904190b";"L";1;67904;332
"201904190b";"M";1;61370;332
"201904190b";"N";1;67910;332
"201904190b";"O";1;61369;332
"201904190b";"P";1;67907;332
"201904190b";"A";2;62864;332
"201904190b";"B";2;57040;332
"201904190b";"C";2;62860;332
"201904190b";"D";2;57043;332
"201904190b";"E";2;62866;332
"201904190b";"F";2;57045;332
"201904190b";"G";2;62866;332
"201904190b";"H";2;57042;332
"201904190b";"I";2;62857;332
"201904190b";"J";2;57037;332
"201904190b";"K";2;62866;332
"201904190b";"L";2;57036;332
"201904190b";"M";2;62871;332
"201904190b";"N";2;57042;332
"201904190b";"O";2;62858;332
"201904190b";"P";2;57041;332
"201904190b";"A";3;61367;332
"201904190b";"B";3;67909;332
"201904190b";"C";3;61365;332
"201904190b";"D";3;67905;332
"201904190b";"E";3;61358;332
"201904190b";"F";3;67905;332
"201904190b";"G";3;61361;332
"201904190b";"H";3;67898;332
"201904190b";"I";3;61363;332
"201904190b";"J";3;67910;332
"201904190b";"K";3;61365;332
"201904190b";"L";3;67896;332
"201904190b";"M";3;61361;332
"201904190b";"N";3;67905;332
"201904190b";"O";3;61370;332
"201904190b";"P";3;67903;332
"201904190b";"A";4;62858;332
"201904190b";"B";4;57042;332
"201904190b";"C";4;62861;332
"201904190b";"D";4;57036;332
"201904190b";"E";4;62866;332
"201904190b";"F";4;57041;332
"201904190b";"G";4;62862;332
"201904190b";"H";4;57047;332
"201904190b";"I";4;62860;332
"201904190b";"J";4;57047;332
"201904190b";"K";4;62865;332
"201904190b";"L";4;57035;332
"201904190b";"M";4;62856;332
"201904190b";"N";4;57038;332
"201904190b";"O";4;62858;332
"201904190b";"P";4;57047;332
"201904190b";"A";5;61362;332
"201904190b";"B";5;67906;332
"201904190b";"C";5;61358;332
"201904190b";"D";5;67909;332
"201904190b";"E";5;61361;332
"201904190b";"F";5;67898;332
"201904190b";"G";5;61356;332
"201904190b";"H";5;67904;332
"201904190b";"I";5;61357;332
"201904190b";"J";5;67907;332
"201904190b";"K";5;61365;332
"201904190b";"L";5;67909;332
"201904190b";"M";5;61362;332
"201904190b";"N";5;67907;332
"201904190b";"O";5;61363;332
"201904190b";"P";5;67897;332
"201904190b";"A";6;62868;332
"201904190b";"B";6;57044;332
"201904190b";"C";6;62869;332
"201904190b";"D";6;57043;332
"201904190b";"E";6;62857;332
"201904190b";"F";6;57040;332
"201904190b";"G";6;62863;332
"201904190b";"H";6;57035;332
"201904190b";"I";6;62865;332
"201904190b";"J";6;57037;332
"201904190b";"K";6;62868;332
"201904190b";"L";6;57040;332
"201904190b";"M";6;62858;332
"201904190b";"N";6;57039;332
"201904190b";"O";6;62866;332
"201904190b";"P";6;57048;332
"201904190b";"A";7;61356;332
"201904190b";"B";7;67901;332
"201904190b";"C";7;61362;332
"201904190b";"D";7;67905;332
"201904190b";"E";7;61367;332
"201904190b";"F";7;67907;332
"201904190b";"G";7;61371;332
"201904190b";"H";7;67899;332
"201904190b";"I";7;61361;332
"201904190b";"J";7;67906;332
"201904190b";"K";7;61369;332
"201904190b";"L";7;67902;332
"201904190b";"M";7;61358;332
"201904190b";"N";7;67906;332
"201904190b";"O";7;61364;332
"201904190b";"P";7;67897;332
"201904190b";"A";8;62862;332
"201904190b";"B";8;57041;332
"201904190b";"C";8;62870;332
"201904190b";"D";8;57034;332
"201904190b";"E";8;62857;332
"201904190b";"F";8;57036;332
"201904190b";"G";8;62868;332
"201904190b";"H";8;57043;332
"201904190b";"I";8;62860;332
"201904190b";"J";8;57048;332
"201904190b";"K";8;62871;332
"201904190b";"L";8;57043;332
"201904190b";"M";8;62867;332
"201904190b";"N";8;57047;332
"201904190b";"O";8;62866;332
"201904190b";"P";8;57043;332
"201904190b";"A";9;61365;332
"201904190b";"B";9;67901;332
"201904190b";"C";9;61360;332
"201904190b";"D";9;67904;332
"201904190b";"E";9;61357;332
"201904190b";"F";9;67902;332
"201904190b";"G";9;61364;332
"201904190b";"H";9;67900;332
"201904190b";"I";9;61366;332
"201904190b";"J";9;67903;332
"201904190b";"K";9;61357;332
"201904190b";"L";9;67906;332
"201904190b";"M";9;61363;332
"201904190b";"N";9;67908;332
"201904190b";"O";9;61369;332
"201904190b";"P";9;67899;332
"201904190b";"A";10;62859;332
"201904190b";"B";10;57045;332
"201904190b";"C";10;62859;332
"201904190b";"D";10;57039;332
"201904190b";"E";10;62863;332
"201904190b";"F";10;57034;332
"201904190b";"G";10;62856;332
"201904190b";"H";10;57038;332
"201904190b";"I";10;62860;332
"201904190b";"J";10;57036;332
"201904190b";"K";10;62861;332
"201904190b";"L";10;57036;332
"201904190b";"M";10;62869;332
"201904190b";"N";10;57039;332
"201904190b";"O";10;62861;332
"201904190b";"P";10;57042;332
"201904190b";"A";11;61369;332
"201904190b";"B";11;67897;332
"201904190b";"C";11;61364;332
"201904190b";"D";11;67896;332
"201904190b";"E";11;61363;332
"201904190b";"F";11;67898;332
"201904190b";"G";11;61357;332
"201904190b";"H";11;67902;332
"201904190b";"I";11;61365;332
"201904190b";"J";11;67897;332
"201904190b";"K";11;61369;332
"201904190b";"L";11;67906;332
"201904190b";"M";11;61368;332
"201904190b";"N";11;67904;332
"201904190b";"O";11;61358;332
"201904190b";"P";11;67898;332
"201904190b";"A";12;62866;332
"201904190b";"B";12;57040;332
"201904190b";"C";12;62863;332
"201904190b";"D";12;57039;332
"201904190b";"E";12;62858;332
"201904190b";"F";12;57040;332
"201904190b";"G";12;62860;332
"201904190b";"H";12;57036;332
"201904190b";"I";12;62865;332
"201904190b";"J";12;57042;332
"201904190b";"K";12;62866;332
"201904190b";"L";12;57040;332
"201904190b";"M";12;62868;332
"201904190b";"N";12;57034;332
"201904190b";"O";12;62868;332
"201904190b";"P";12;57048;332
"201904190b";"A";13;61366;332
"201904190b";"B";13;67899;332
"201904190b";"C";13;61359;332
"201904190b";"D";13;67897;332
"201904190b";"E";13;61365;332
"201904190b";"F";13;67908;332
"201904190b";"G";13;61358;332
"201904190b";"H";13;67901;332
"201904190b";"I";13;61356;332
"201904190b";"J";13;67906;332
"201904190b";"K";13;61360;332
"201904190b";"L";13;67898;332
"201904190b";"M";13;61357;332
"201904190b";"N";13;67909;332
"201904190b";"O";13;61361;332
"201904190b";"P";13;67902;332
"201904190b";"A";14;62868;332
"201904190b";"B";14;57044;332
"201904190b";"C";14;62856;332
"201904190b";"D";14;57035;332
"201904190b";"E";14;62867;332
"201904190b";"F";14;57046;332
"201904190b";"G";14;62866;332
"201904190b";"H";14;57041;332
"201904190b";"I";14;62865;332
"201904190b";"J";14;57037;332
"201904190b";"K";14;62864;332
"201904190b";"L";14;57042;332
"201904190b";"M";14;62868;332
"201904190b";"N";14;57043;332
"201904190b";"O";14;62859;332
"201904190b";"P";14;57040;332
"201904190b";"A";15;61362;332
"201904190b";"B";15;67902;332
"201904190b";"C";15;61357;332
"201904190b";"D";15;67901;332
"201904190b";"E";15;61364;332
"201904190b";"F";15;67901;332
"201904190b";"G";15;61362;332
"201904190b";"H";15;67911;332
"201904190b";"I";15;61361;332
"201904190b";"J";15;67899;332
"201904190b";"K";15;61363;332
"201904190b";"L";15;67902;332
"201904190b";"M";15;61358;332
"201904190b";"N";15;67899;332
"201904190b";"O";15;61361;332
"201904190b";"P";15;67896;332
"201904190b";"A";16;62858;332
"201904190b";"B";16;57039;332
"201904190b";"C";16;62868;332
"201904190b";"D";16;57047;332
"201904190b";"E";16;62869;332
"201904190b";"F";16;57039;332
"201904190b";"G";16;62864;332
"201904190b";"H";16;57048;332
"201904190b";"I";16;62870;332
"201904190b";"J";16;57035;332
"201904190b";"K";16;62870;332
"201904190b";"L";16;57048;332
"201904190b";"M";16;62858;332
"201904190b";"N";16;57035;332
"201904190b";"O";16;62867;332
"201904190b";"P";16;57046;332
"201904190b";"A";17;61370;332
"201904190b";"B";17;67903;332
"201904190b";"C";17;61368;332
"201904190b";"D";17;67905;332
"201904190b";"E";17;61359;332
"201904190b";"F";17;67907;332
"201904190b";"G";17;61369;332
"201904190b";"H";17;67906;332
"201904190b";"I";17;61358;332
"201904190b";"J";17;67896;332
"201904190b";"K";17;61358;332
"201904190b";"L";17;67907;332
"201904190b";"M";17;61364;332
"201904190b";"N";17;67908;332
"201904190b";"O";17;61360;332
"201904190b";"P";17;67900;332
"201904190b";"A";18;62860;332
"201904190b";"B";18;57036;332
"201904190b";"C";18;62860;332
"201904190b";"D";18;57036;332
"201904190b";"E";18;62860;332
"201904190b";"F";18;57035;332
"201904190b";"G";18;62859;332
"201904190b";"H";18;57041;332
"201904190b";"I";18;62858;332
"201904190b";"J";18;57040;332
"201904190b";"K";18;62864;332
"201904190b";"L";18;57034;332
"201904190b";"M";18;62868;332
"201904190b";"N";18;57038;332
"201904190b";"O";18;62864;332
"201904190b";"P";18;57038;332
"201904190b";"A";19;61370;332
"201904190b";"B";19;67909;332
"201904190b";"C";19;61362;332
"201904190b";"D";19;67898;332
"201904190b";"E";19;61363;332
"201904190b";"F";19;67896;332
"201904190b";"G";19;61367;332
"201904190b";"H";19;67898;332
"201904190b";"I";19;61356;332
"201904190b";"J";19;67903;332
"201904190b";"K";19;61360;332
"201904190b";"L";19;67905;332
"201904190b";"M";19;61359;332
"201904190b";"N";19;67909;332
"201904190b";"O";19;61361;332
"201904190b";"P";19;67904;332
"201904190b";"A";20;62866;332
"201904190b";"B";20;57046;332
"201904190b";"C";20;62869;332
"201904190b";"D";20;57042;332
"201904190b";"E";20;62863;332
"201904190b";"F";20;57037;332
"201904190b";"G";20;62865;332
"201904190b";"H";20;57043;332
"201904190b";"I";20;62865;332
"201904190b";"J";20;57042;332
"201904190b";"K";20;62860;332
"201904190b";"L";20;57046;332
"201904190b";"M";20;62861;332
"201904190b";"N";20;57037;332
"201904190b";"O";20;62870;332
"201904190b";"P";20;57048;332
"201904190b";"A";21;61363;332
"201904190b";"B";21;67901;332
"201904190b";"C";21;61364;332
"201904190b";"D";21;67907;332
"201904190b";"E";21;61366;332
"201904190b";"F";21;67899;332
"201904190b";"G";21;61363;332
"201904190b";"H";21;67906;332
"201904190b";"I";21;61357;332
"201904190b";"J";21;67899;332
"201904190b";"K";21;61367;332
"201904190b";"L";21;67907;332
"201904190b";"M";21;61369;332
"201904190b";"N";21;67902;332
"201904190b";"O";21;61370;332
"201904190b";"P";21;67904;332
"201904190b";"A";22;62858;332
"201904190b";"B";22;57040;332
"201904190b";"C";22;62858;332
"201904190b";"D";22;57046;332
"201904190b";"E";22;62860;332
"201904190b";"F";22;57042;332
"201904190b";"G";22;62866;332
"201904190b";"H";22;57044;332
"201904190b";"I";22;62869;332
"201904190b";"J";22;57038;332
"201904190b";"K";22;62863;332
"201904190b";"L";22;57043;332
"201904190b";"M";22;62862;332
"201904190b";"N";22;57046;332
"201904190b";"O";22;62869;332
"201904190b";"P";22;57043;332
"201904190b";"A";23;61369;332
"201904190b";"B";23;67903;332
"201904190b";"C";23;61367;332
"201904190b";"D";23;67898;332
"201904190b";"E";23;61370;332
"201904190b";"F";23;67897;332
"201904190b";"G";23;61357;332
"201904190b";"H";23;67901;332
"201904190b";"I";23;61361;332
"201904190b";"J";23;67900;332
"201904190b";"K";23;61370;332
"201904190b";"L";23;67901;332
"201904190b";"M";23;61366;332
"201904190b";"N";23;67906;332
"201904190b";"O";23;61360;332
"201904190b";"P";23;67910;332
"201904190b";"A";24;62871;332
"201904190b";"B";24;57040;332
"201904190b";"C";24;62862;332
"201904190b";"D";24;57035;332
"201904190b";"E";24;62859;332
"201904190b";"F";24;57039;332
"201904190b";"G";24;62861;332
"201904190b";"H";24;57044;332
"201904190b";"I";24;62865;332
"201904190b";"J";24;57046;332
"201904190b";"K";24;62858;332
"201904190b";"L";24;57041;332
"201904190b";"M";24;62860;332
"201904190b";"N";24;57041;332
"201904190b";"O";24;62862;332
"201904190b";"P";24;57046;332
"201904190c";"A";1;159386;374
"201904190c";"B";1;148248;374
"201904190c";"C";1;159387;374
"201904190c";"D";1;148253;374
"201904190c";"E";1;159393;374
"201904190c";"F";1;148246;374
"201904190c";"G";1;159389;374
